,iteration_1,iteration_2,iteration_3
batch_1,-0.0625,-0.125,-0.125
batch_2,-0.0625,-0.0625,-0.0625
batch_3,0.0625,-0.125,-0.0625
batch_4,-0.125,0.0,-0.125
batch_5,-0.0625,0.125,-0.1875
batch_6,-0.125,0.0,-0.125
batch_7,0.0,-0.125,0.0
batch_8,-0.0625,-0.125,0.0
batch_9,-0.125,-0.0625,0.0625
batch_10,-0.1875,-0.125,-0.3125
batch_11,0.0,-0.125,0.0625
batch_12,0.0,0.0625,0.0
batch_13,-0.125,-0.1875,0.0
batch_14,-0.0625,0.0,-0.125
batch_15,0.0,-0.0625,-0.0625
batch_16,-0.0625,-0.0625,0.0
batch_17,-0.0625,0.0,-0.125
batch_18,0.0,-0.125,-0.0625
batch_19,0.0,-0.125,-0.125
batch_20,0.0,0.0,0.0
batch_21,-0.125,-0.0625,0.0
batch_22,-0.125,-0.0625,-0.0625
batch_23,0.0,0.125,-0.125
batch_24,-0.125,-0.125,-0.0625
batch_25,0.125,0.125,0.0625
batch_26,-0.0625,0.0,0.0
batch_27,0.0,-0.125,0.0
batch_28,0.0,0.125,-0.0625
batch_29,0.125,0.0,0.0625
batch_30,0.0,0.0,-0.125
batch_31,-0.0625,0.0,0.0
batch_32,0.0625,-0.1875,-0.125
batch_33,0.0,0.0,0.0
batch_34,0.0,-0.125,-0.0625
batch_35,-0.0625,0.0,0.0
batch_36,0.0,-0.0625,0.0
batch_37,-0.0625,-0.0625,-0.125
batch_38,-0.0625,-0.0625,0.0
batch_39,-0.0625,-0.0625,-0.0625
batch_40,0.0,-0.125,-0.125
batch_41,-0.0625,-0.1875,0.0
batch_42,0.0,-0.0625,-0.0625
batch_43,0.0,0.0,-0.0625
batch_44,0.0,-0.0625,-0.125
batch_45,-0.0625,-0.0625,-0.0625
batch_46,0.0,-0.125,0.0
batch_47,-0.125,0.0,-0.0625
batch_48,-0.125,-0.125,-0.125
batch_49,-0.125,0.0,0.125
batch_50,0.0,0.0,-0.1875
batch_51,-0.125,-0.125,-0.0625
batch_52,-0.0625,-0.125,0.0625
batch_53,-0.125,0.0,0.0
batch_54,0.0625,-0.0625,0.0
batch_55,-0.0625,-0.0625,-0.125
batch_56,0.0625,-0.125,0.0
batch_57,0.0,-0.125,-0.0625
batch_58,-0.125,0.0,0.0
batch_59,0.125,0.0,-0.0625
batch_60,-0.0625,0.0,0.0
batch_61,0.0,-0.0625,0.0
batch_62,-0.1875,-0.125,0.0625
batch_63,0.0,0.0625,-0.0625
